Fabric_Care
"['Elastane 1%, Organic Cotton 99%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash cold', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash cold', 'Imported']"
"['Organic Cotton 100%', 'Machine wash cold', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash cold', 'Imported']"
"['Organic Cotton 100%', 'Machine wash cold', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 92%, Spandex 8%', 'Machine wash', 'Imported']"
"['Organic Cotton 92%, Spandex 8%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash cold', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Elastane 1%, Organic Cotton 99%', 'Machine wash', 'Imported']"
"['Organic Cotton 92%, Spandex 8%', 'Machine wash', 'Imported']"
"['Organic Cotton 92%, Spandex 8%', 'Machine wash', 'Imported']"
"['Organic Cotton 92%, Spandex 8%', 'Machine wash', 'Imported']"
"['Spandex 8%, Organic Cotton 92%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Elastane 1%, Organic Cotton 99%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Elastane 1%, Organic Cotton 99%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Organic Cotton 99%, Elastane 1%', 'Machine wash', 'Imported']"
"['Elastane 1%, Organic Cotton 99%', 'Machine wash', 'Imported']"
"['Elastane 1%, Organic Cotton 99%', 'Machine wash', 'Imported']"
"['Elastane 1%, Organic Cotton 99%', 'Machine wash', 'Imported']"
"['Spandex 8%, Organic Cotton 92%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
"['Organic Cotton 100%', 'Machine wash', 'Imported']"
